NAME,SYMBOL,SLUG,N MARKET PAIRS,DATE ADDED,TAGS,MAX SUPPLY,CIRC SUPPLY,TOTAL SUPPLY,CMC RANK,LAST UPDATED,EXCH CUR,PRICE,VOLUME 24h,% CHANGE 1h,% CHANGE 24h,% CHANGE 7d,% CHANGE 30d,% CHANGE 60d,% CHANGE 90d,MARKET CAP
IDEX,IDEX,idex,11,2019-05-09T00:00:00.000Z,"decentralized-exchange,defi",,578028517.4,1000000000,507,2021-05-11T12:51:09.000Z,GBP,0.083307041,2683671.694,-0.13705285,-0.69840527,-15.5500907,-35.79950962,33.65360416,75.33809901,48153845.49
Poseidon Network,QQQ,poseidon-network,2,2019-09-17T00:00:00.000Z,,,2202875408,21000000000,508,2021-05-11T12:51:07.000Z,GBP,0.021748625,242163.1906,-0.59527176,1.29658122,-11.45347015,-0.99355297,2.82728936,-23.47736418,47909511.49
CoinEx Token,CET,coinex-token,10,2018-07-17T00:00:00.000Z,"cosmos-ecosystem,decentralized-exchange",,708633582.2,5817096877,509,2021-05-11T12:51:10.000Z,GBP,0.067389405,5382395.53,-0.66461415,3.16885545,45.02535412,151.5002664,275.9884364,537.6979957,47754395.71
PIXEL,PXL,pixel,4,2019-07-10T00:00:00.000Z,,,557577505,987500000,510,2021-05-11T12:51:14.000Z,GBP,0.085171974,183.1361525,-0.40348887,-4.82913579,9.10975974,1.37250593,59.84716215,653.1375424,47489976.52
Visor.Finance,VISR,visor-finance,5,2021-04-08T00:00:00.000Z,collectibles-nfts,100000000,30228108.23,100000000,511,2021-05-11T12:51:10.000Z,GBP,1.563063126,2195208.006,-10.54581413,-21.08112185,-29.74243092,248.5455428,,,47248441.35
Small Love Potion,SLP,small-love-potion,6,2020-07-08T00:00:00.000Z,collectibles-nfts,,352878396,352878396,512,2021-05-11T12:51:08.000Z,GBP,0.133802068,26396890.32,-1.38875681,-10.89709607,-31.88584842,271.9104239,234.216886,510.796128,47215859.04
Skycoin,SKY,skycoin,6,2017-04-17T00:00:00.000Z,"platform,distributed-computing,filesharing,storage",100000000,20000000,25000000,513,2021-05-11T12:52:07.000Z,GBP,2.350725465,2491844.539,-2.24772447,-10.80775903,-5.95856101,-19.33546752,62.23542113,225.0640784,47014509.3
Radicle,RAD,radicle,8,2020-09-01T00:00:00.000Z,"fabric-ventures-portfolio,placeholder-ventures-portfolio",99999620,4903705,0,514,2021-05-11T12:52:08.000Z,GBP,9.555722321,409460.3668,-0.09248141,-11.13217452,-20.73548591,-21.82461491,-3.53734776,,46858443.32
#MetaHash,MHC,metahash,10,2019-02-21T00:00:00.000Z,,9200000000,2541909887,2711199679,515,2021-05-11T12:51:09.000Z,GBP,0.018295172,2701239.901,-0.57175873,-6.79440301,-29.40239603,-33.96690486,363.8998218,468.3158527,46504679.1
Wirex Token,WXT,wirex-token,13,2019-07-09T00:00:00.000Z,"asset-management,payments",,4000500000,10000000000,516,2021-05-11T12:51:18.000Z,GBP,0.011538292,6359315.171,-2.84763451,-13.84885121,5.26570892,32.54006959,77.61189312,84.37622131,46158937.34
NEST Protocol,NEST,nest-protocol,45,2020-07-14T00:00:00.000Z,"defi,oracles",10000000000,2005474261,9978035000,517,2021-05-11T12:51:09.000Z,GBP,0.022941739,10037894.03,-0.55762775,-9.06780165,-8.67069095,-44.12286076,-11.31842155,-31.80687547,46009067.22
Ripio Credit Network,RCN,ripio-credit-network,18,2017-10-26T00:00:00.000Z,"services,boostvc-portfolio,fenbushi-capital-portfolio,hashkey-capital-portfolio",,508404745.8,999942647.4,518,2021-05-11T12:52:03.000Z,GBP,0.090049448,833514.1001,-1.94700431,-7.98219826,-14.98646217,-26.13594977,14.56320926,79.08484572,45781566.77
Nxt,NXT,nxt,13,2013-12-04T00:00:00.000Z,"hybrid-pos-lpos,pos,platform,enterprise-solutions,state-channels",1000000000,998999941.5,998999941.5,519,2021-05-11T12:52:03.000Z,GBP,0.045950765,1162669.809,-0.56426653,-5.80518553,-11.80709785,-30.17597895,94.20094125,194.4701146,45904811.86
Keep3rV1,KP3R,keep3rv1,23,2020-10-28T00:00:00.000Z,"defi,yearn-partnerships",201643,200001,200001,520,2021-05-11T12:52:05.000Z,GBP,228.9975363,8343071.726,-1.46454462,-5.52852694,6.58836138,44.6370901,21.05145904,-11.22538252,45799736.27
VIDT Datalink,VIDT,vidt-datalink,15,2019-04-05T00:00:00.000Z,"collectibles-nfts,binance-smart-chain",58501137,49428303.18,57386799,521,2021-05-11T12:51:09.000Z,GBP,0.927164657,14711013.01,-4.90313436,-15.64488816,23.16980221,8.45297139,44.77593624,140.6052114,45828175.77
Dero,DERO,dero,13,2018-04-23T00:00:00.000Z,"mineable,privacy",,10514704,18400000,522,2021-05-11T12:52:05.000Z,GBP,4.358426557,376655.659,1.64313391,-1.27117322,-22.14755727,66.17157687,156.3037751,492.2623212,45827565.15
Project Pai,PAI,project-pai,9,2018-07-05T00:00:00.000Z,"services,ai-big-data,identity",,1544515044,1747605845,523,2021-05-11T12:51:10.000Z,GBP,0.029049865,3885383.633,-1.63567061,-14.13688117,-36.37367518,-4.07335426,176.5872012,304.6095868,44867954.05
YIELD App,YLD,yield-app,9,2020-12-22T00:00:00.000Z,"exnetwork-capital-portfolio,trustswap-launchpad",300000000,97938213.75,106871747,524,2021-05-11T12:52:06.000Z,GBP,0.460477333,2454794.617,-4.57837253,-19.65384726,-13.49440381,-2.79441012,-28.49769248,45.83613059,45098327.42
suterusu,SUTER,suterusu,12,2019-11-22T00:00:00.000Z,"mineable,pos,defi,privacy,binance-smart-chain",10000000000,3855040000,10000000000,525,2021-05-11T12:51:09.000Z,GBP,0.011572889,904706.2582,-0.75398361,-9.00313112,-16.73546299,12.55234522,64.12962295,221.8838753,44613951.25
pNetwork,PNT,pnetwork,13,2020-07-01T00:00:00.000Z,defi,87984177,28622997.39,74780474.22,526,2021-05-11T12:51:09.000Z,GBP,1.558020775,24195841.41,-3.21456348,-0.29667385,19.36090486,-11.25521349,9.60616159,75.53933092,44595224.59
Wing,WING,wing,12,2020-09-16T00:00:00.000Z,"defi,ontology,binance-launchpool",,1580779.51,2705779.45,527,2021-05-11T12:51:12.000Z,GBP,27.71265699,11255623.16,-1.30606081,-5.49017528,-18.2273128,-36.14780042,15.73048946,32.49101009,43807600.33
PowerPool,CVP,powerpool,42,2020-08-21T00:00:00.000Z,"defi,dao,yearn-partnerships,governance,ledgerprime-portfolio",100000000,23128598.32,100000000,528,2021-05-11T12:52:08.000Z,GBP,1.902993778,4950792.975,-1.32760065,-9.51289517,-10.03494622,-27.58940949,16.19137242,-10.87847194,44013578.7
Metronome,MET,metronome,11,2018-06-26T00:00:00.000Z,"platform,defi,payments,wallet",,11618618.76,12952567.76,529,2021-05-11T12:51:09.000Z,GBP,3.739769076,78440.7023,-0.66752327,-9.873625,3.95313032,64.40074035,99.81170962,118.7957806,43450951.14
Liquity,LQTY,liquity,1,2020-10-16T00:00:00.000Z,defi,100000000,2792572,100000000,530,2021-05-11T12:52:05.000Z,GBP,15.58085349,717508.4328,-3.45463743,-16.33713159,-3.99197747,15.51582203,,,43510655.19
Cardstack,CARD,cardstack,7,2018-07-03T00:00:00.000Z,,,2357982917,6000000000,531,2021-05-11T12:51:09.000Z,GBP,0.018397411,6407819.734,12.4599739,62.57376637,66.94859182,156.1699589,261.1347991,852.1940668,43380781.08
Quiztok,QTCON,quiztok,5,2020-04-28T00:00:00.000Z,,12000000000,689603307.5,12000000000,532,2021-05-11T12:52:08.000Z,GBP,0.062002051,3805582.765,16.6177868,21.85461409,0.94219794,-16.45851187,78.312466,480.843308,42756819.21
Homeros,HMR,homeros,35,2020-03-18T00:00:00.000Z,,10000000000,514542615.3,10000000000,533,2021-05-11T12:52:03.000Z,GBP,0.083489764,8121640.514,-0.3020921,3.7455282,41.12256938,112.7989172,135.4422105,29.88222058,42959041.3
Massnet,MASS,massnet,11,2020-05-18T00:00:00.000Z,,206438400,96289306.99,96289306.99,534,2021-05-11T12:52:07.000Z,GBP,0.445659661,2658390.946,-0.5879385,-9.6260289,-22.83631767,-40.62230463,-32.65454136,-44.1392778,42912259.9
SALT,SALT,salt,8,2017-09-29T00:00:00.000Z,"platform,smart-contracts",,80283615.21,120000000,535,2021-05-11T12:51:17.000Z,GBP,0.531925109,82038.28536,-4.35716385,-7.94731579,12.52869357,69.65680467,214.226887,103.6893533,42704870.75
Dentacoin,DCN,dentacoin,18,2017-08-11T00:00:00.000Z,health,7.89985E+12,5.48105E+11,7.89985E+12,536,2021-05-11T12:51:09.000Z,GBP,7.72E-05,363485.5001,-4.44158294,-5.22228114,-1.7834196,-35.01801098,418.5190259,905.0323955,42308484.54
BitKan,KAN,bitkan,18,2018-07-30T00:00:00.000Z,"services,content-creation",,8857196851,10000000000,537,2021-05-11T12:51:15.000Z,GBP,0.004765523,4103821.713,-4.47955853,-12.41190836,11.09555173,11.11564039,115.7089157,181.1334179,42209175.51
GET Protocol,GET,get-protocol,11,2018-01-09T00:00:00.000Z,"events,collectibles-nfts",,11388257.65,23368773.4,538,2021-05-11T12:52:04.000Z,GBP,3.73820907,839507.0996,-0.54179073,-6.43208882,-3.51109851,-19.41819966,28.38647321,900.2684119,42571688.04
Bankera,BNK,bankera,4,2018-06-04T00:00:00.000Z,"marketplace,centralized-exchange,payments,smart-contracts",,24618912108,25000000000,539,2021-05-11T12:51:10.000Z,GBP,0.001710832,8343.701083,-0.33825777,-4.45702177,-25.59166965,16.79575252,41.84190785,75.99353881,42118820.62
STASIS EURO,EURS,stasis-euro,26,2018-07-30T00:00:00.000Z,"marketplace,stablecoin,stablecoin-asset-backed,wallet",,47459957,47459957,540,2021-05-11T12:51:10.000Z,GBP,0.886046614,166172.8931,1.63273088,0.12704361,-1.82635893,5.1403717,5.17416627,1.56778358,42051734.2
GoChain,GO,gochain,13,2018-06-13T00:00:00.000Z,,,1078109822,1131859815,541,2021-05-11T12:51:09.000Z,GBP,0.038887169,6420801.281,-3.22931366,-13.63461798,-3.91661804,-17.50846035,-10.63228255,164.2925723,41924638.37
Arianee,ARIA20,arianee-protocol,4,2021-01-18T00:00:00.000Z,,200000000,25700280,200000000,542,2021-05-11T12:52:03.000Z,GBP,1.62279749,6085.794478,-0.87808845,-8.53756709,-0.4806758,-5.79032609,35.59417457,145.816123,41706349.88
USDX [Kava],USDX,usdx-kava,1,2020-08-20T00:00:00.000Z,stablecoin,15645182,78167778,78167778,543,2021-05-11T12:52:06.000Z,GBP,0.528927473,105171.0924,1.36611729,-2.85200236,-7.50389316,-6.51214874,-5.68249643,7.54294071,41345085.27
ForTube,FOR,the-force-protocol,23,2019-07-17T00:00:00.000Z,"defi,binance-smart-chain,governance,lending-borowing",,639520000,1000000000,544,2021-05-11T12:52:02.000Z,GBP,0.064819842,8071132.963,-0.79077985,-2.78373238,-12.97975362,-28.66681604,36.59906429,108.0474328,41453585.41
Tierion,TNT,tierion,5,2017-08-27T00:00:00.000Z,"services,data-provenance,dcg-portfolio,fenbushi-capital-portfolio,hashkey-capital-portfolio",,428481269.5,1000000000,545,2021-05-11T12:51:10.000Z,GBP,0.096542839,38153.81057,-0.38374874,-4.83542793,1370.63505,1818.575558,2079.101306,2051.375201,41366798.06
Nebulas,NAS,nebulas-token,22,2017-08-23T00:00:00.000Z,"platform,search-engine,dragonfly-capital-portfolio",,58815291.71,74339365.56,546,2021-05-11T12:51:09.000Z,GBP,0.702082665,7286866.646,-2.25313434,-13.28703683,-5.97726468,-24.20163245,52.97704363,126.4097538,41293196.74
TrueFi,TRU,truefi-token,15,2020-11-19T00:00:00.000Z,"defi,ethereum,yield-farming,lending-borowing",1450000000,140608485,1446312655,547,2021-05-11T12:52:07.000Z,GBP,0.291302613,6302343.036,-3.04657649,-3.4604466,-21.05730553,-14.27210806,9.85318719,5.76297479,40959619.03
AirSwap,AST,airswap,19,2017-10-17T00:00:00.000Z,"marketplace,decentralized-exchange,defi,oracles,payments,smart-contracts,kinetic-capital",,150000000,500000000,548,2021-05-11T12:52:02.000Z,GBP,0.271924048,3101707.376,-0.9178755,-6.59494693,-15.43837729,-25.86469332,32.33917592,76.4879155,40788607.19
Moss Coin,MOC,moss-coin,1,2018-07-10T00:00:00.000Z,,,367194688.8,500000000,549,2021-05-11T12:51:10.000Z,GBP,0.109874841,1.00E-08,2.81957528,-2.83501037,-15.80514149,-32.05921706,79.56160824,367.3037918,40345458.16
Observer,OBSR,observer,4,2019-01-15T00:00:00.000Z,mineable,,2296917316,15000000000,550,2021-05-11T12:52:07.000Z,GBP,0.01777531,1710008.308,4.65872359,5.39863136,-10.5137914,-31.05052653,86.7792814,475.3843143,40828418.2
DMarket,DMT,dmarket,5,2018-02-03T00:00:00.000Z,"marketplace,collectibles-nfts,entertainment,payments",,56921773.17,56921773.17,551,2021-05-11T12:52:06.000Z,GBP,0.706522387,15592.55169,0.94216253,-2.90180915,-18.66395683,-23.25901446,46.64434593,253.2925323,40216507.07
Quantstamp,QSP,quantstamp,9,2017-11-21T00:00:00.000Z,"cybersecurity,smart-contracts,kinetic-capital",,713801946.7,976442388.3,552,2021-05-11T12:52:04.000Z,GBP,0.056236228,1207049.528,-1.25251978,-7.29329768,-18.58333784,-34.3275207,15.06762709,81.72155109,40141529.28
BnkToTheFuture,BFT,bnktothefuture,10,2018-03-22T00:00:00.000Z,"services,crowdfunding",,729959998.3,1000000000,553,2021-05-11T12:52:07.000Z,GBP,0.055416963,1493959.644,-2.70837649,-37.44844097,-18.45182484,-13.41000583,106.7835853,148.3984592,40452166.03
Kylin,KYL,kylin,22,2021-03-06T00:00:00.000Z,"oracles,polkadot,polkadot-ecosystem,polkastarter,cms-holdings-portfolio,exnetwork-capital-portfolio",1000000000,81556878,1000000000,554,2021-05-11T12:52:06.000Z,GBP,0.485600844,1671645.309,-3.30233344,-11.62069474,-10.08873913,-22.43945049,-46.74400761,,39604088.8
Tornado Cash,TORN,torn,16,2020-12-18T00:00:00.000Z,,10000000,501337.6127,10000000,555,2021-05-11T12:51:11.000Z,GBP,79.15192723,5402775.237,-1.22246855,-10.96747301,-23.00666119,-12.30334029,-17.10351722,-56.57980304,39681838.24
Grin,GRIN,grin,35,2019-01-27T00:00:00.000Z,"mineable,medium-of-exchange,privacy",,72831420,72831420,556,2021-05-11T12:52:07.000Z,GBP,0.544212206,6169765.127,1.27102545,-7.61849106,-9.17061185,-37.09248872,71.52996792,74.88282371,39635747.72
Deeper Network,DPR,deeper-network,18,2021-03-20T00:00:00.000Z,"hardware,distributed-computing,polkadot-ecosystem,poolz-finance",10000000000,241331081,10000000000,557,2021-05-11T12:51:08.000Z,GBP,0.163078616,3938312.249,-1.45281048,13.62349405,47.64404395,7.28959675,,,39355938.8
LATOKEN,LA,latoken,5,2017-10-25T00:00:00.000Z,"marketplace,centralized-exchange,payments",1000000000,380104462,400000000,558,2021-05-11T12:52:03.000Z,GBP,0.103359676,213562.2374,-1.29459826,-41.01605761,-32.87327562,-44.94540996,84.26807895,277.529296,39287474.05
Venus BUSD,vBUSD,venus-busd,1,2020-12-12T00:00:00.000Z,,,2694770470,2694770470,559,2021-05-11T12:51:09.000Z,GBP,0.014523018,1.00E-08,-0.12112752,-0.44083682,-2.24871289,0.47436813,1.01108219,1.59019526,39136201.09
0Chain,ZCN,0chain,7,2018-07-02T00:00:00.000Z,"platform,ai-big-data,distributed-computing,filesharing,iot,storage",400000000,48400982,200000000,560,2021-05-11T12:51:10.000Z,GBP,0.809160405,248051.5216,-0.8345952,-9.39912285,0.0081521,-30.7334512,55.1830109,50.61434753,39164158.22
Aavegotchi,GHST,aavegotchi,20,2020-09-14T00:00:00.000Z,"collectibles-nfts,dao,governance,metaverse",,40184096.69,43744060.19,561,2021-05-11T12:51:10.000Z,GBP,0.965365411,31369907.79,-0.89045143,-4.1014577,-19.19500101,10.50014029,-3.91598443,71.46759224,38792337.02
Rarible,RARI,rarible,26,2020-07-20T00:00:00.000Z,"collectibles-nfts,dao,coinbase-ventures-portfolio,governance,coinfund-portfolio",,3603467.639,25000000,562,2021-05-11T12:51:09.000Z,GBP,10.69005374,2431240.829,-0.95267097,-16.18394483,-19.19270507,-48.48238599,-54.61401101,72.08376867,38521262.69
Empty Set Dollar,ESD,empty-set-dollar,16,2020-09-14T00:00:00.000Z,"defi,rebase,seigniorage",,446012145,446012145,563,2021-05-11T12:51:15.000Z,GBP,0.085960853,228335.693,0.29026534,-11.69937375,-24.16558973,-36.04396355,13.1552872,-34.29476519,38339584.65
Spartan Protocol,SPARTA,spartan-protocol,6,2020-09-10T00:00:00.000Z,"binance-chain,binance-smart-chain",300000000,64779262.75,64808880.89,564,2021-05-11T12:51:10.000Z,GBP,0.590377273,3376239.163,-1.54327631,-8.10273034,-38.84928033,-43.28623369,-23.46345607,-20.5831075,38244204.47
Neblio,NEBL,neblio,6,2017-09-12T00:00:00.000Z,"platform,enterprise-solutions",,17468850.01,17859625.58,565,2021-05-11T12:51:17.000Z,GBP,2.186179814,1492098.868,-3.41090711,-7.19832565,-2.89623856,-38.93294134,21.69122686,97.87979984,38190047.27
DEXTools,DEXT,dextools,10,2020-07-19T00:00:00.000Z,analytics,200000000,98234987.52,149740070,566,2021-05-11T12:51:09.000Z,GBP,0.388046895,534158.2773,-1.31445495,-4.05252185,1.2096963,-22.11389235,-24.21962444,71.97831796,38119781.87
Beldex,BDX,beldex,5,2019-06-07T00:00:00.000Z,"marketplace,centralized-exchange,discount-token,privacy",,980222595,1400222610,567,2021-05-11T12:51:11.000Z,GBP,0.038602272,92010.47233,-0.56551036,-8.65995355,-15.02075625,-18.59180058,-37.15428641,-29.18674289,37838819.62
VideoCoin,VID,videocoin,5,2019-08-28T00:00:00.000Z,"media,content-creation,video",,150470896.1,265000000,568,2021-05-11T12:52:04.000Z,GBP,0.250705183,763084.6164,-0.71883699,-8.09393542,-16.22366575,-55.66395414,24.76727371,283.3275912,37723833.51
Frax Share,FXS,frax-share,17,2020-09-08T00:00:00.000Z,"defi,seigniorage,avalanche-ecosystem,exnetwork-capital-portfolio",,10084263.31,99601561.41,569,2021-05-11T12:51:09.000Z,GBP,3.740805668,3282082.05,-2.30892645,-5.2257844,-28.60952885,-32.8788479,-51.3053466,-22.62564796,37723269.33
Litecoin Cash,LCC,litecoin-cash,8,2018-02-21T00:00:00.000Z,"mineable,pow,sha-256,medium-of-exchange,payments",840000000,722872075,722872075,570,2021-05-11T12:52:06.000Z,GBP,0.052084077,109238.9701,1.22134689,-7.03156079,526.8042599,615.5557331,659.2675545,1024.319434,37650125.17
Banano,BAN,banano,9,2020-01-22T00:00:00.000Z,memes,,1239824044,1919445389,571,2021-05-11T12:52:07.000Z,GBP,0.030264892,892356.0791,0.21244527,-9.96870476,48.55017931,294.6065824,175.3249344,1096.238951,37523140.76
Proton,XPR,proton,8,2020-04-06T00:00:00.000Z,"collectibles-nfts,decentralized-exchange,defi,wallet,amm,dex,governance",10000000000,4682784214,10000000000,572,2021-05-11T12:52:04.000Z,GBP,0.008019174,676972.0089,-1.98547621,-5.41142219,-19.09060218,-34.97350952,80.28917542,89.30271325,37552060.02
LCX,LCX,lcx,25,2019-12-03T00:00:00.000Z,,,613524408.1,950000000,573,2021-05-11T12:51:10.000Z,GBP,0.06079522,1478019.14,48.83235454,-6.10271648,18.98324952,-1.06817467,98.57862992,335.0010665,37299351.07
TokenClub,TCT,tokenclub,7,2018-01-11T00:00:00.000Z,asset-management,,733102279.4,995239500,574,2021-05-11T12:52:05.000Z,GBP,0.051176682,23054361.5,-2.49523287,-14.06180864,-1.55720048,7.00147059,133.0028463,383.0531553,37517742.18
Wownero,WOW,wownero,1,2020-05-25T00:00:00.000Z,,184467440,47309380,47309380,575,2021-05-11T12:51:13.000Z,GBP,0.786082619,449406.3132,-3.93663452,-3.09525365,-6.95548687,922.9946291,1357.008565,2257.679398,37189081.31
Infinitecoin,IFC,infinitecoin,1,2013-07-10T00:00:00.000Z,"mineable,pow,scrypt",,90595753019,90595753019,576,2021-05-11T12:52:03.000Z,GBP,0.000410345,1158.360406,-2.30448739,-10.74907248,24.51789557,1005.547861,5475.290908,1836.190437,37175539.61
DeXe,DEXE,dexe,12,2020-10-07T00:00:00.000Z,"asset-management,defi,dao,binance-smart-chain",98942301,2902428.608,96504599.34,577,2021-05-11T12:52:03.000Z,GBP,12.98739828,20554912.5,-3.19849699,-8.30472073,-8.24241546,-23.05710383,-23.46898205,305.0064139,37694996.33
Gifto,GTO,gifto,19,2017-12-18T00:00:00.000Z,"media,loyalty,content-creation,binance-launchpad,pantera-capital-portfolio",,770236879.2,1000000000,578,2021-05-11T12:52:04.000Z,GBP,0.048519637,11650324.23,-2.08342864,-9.68914207,-19.82820731,-44.12029067,120.547336,229.3483901,37371613.78
JulSwap,JULD,julswap,55,2021-01-02T00:00:00.000Z,"decentralized-exchange,amm,binance-smart-chain,dex",800000000,393214404.7,799383875.4,579,2021-05-11T12:51:19.000Z,GBP,0.094519451,3217823.535,-0.45288982,-10.95335861,-41.47555523,-27.4803175,-51.50093635,-18.31783862,37166409.76
Wabi,WABI,wabi,15,2017-12-12T00:00:00.000Z,"marketing,logistics,payments",100000000,99699999.34,100000000,580,2021-05-11T12:52:05.000Z,GBP,0.371456623,2729367.881,-4.19484329,-11.95480817,-28.61252285,-26.86761765,36.39116109,236.3446617,37034225.09
Basid Coin,BASID,basid-coin,6,2020-09-24T00:00:00.000Z,,,575842726,10000000000,581,2021-05-11T12:51:15.000Z,GBP,0.063993646,821857.5309,-1.10253967,0.95786312,-3.73189282,-16.57310141,-11.09212412,-77.10252574,36850275.72
Drep [new],DREP,drep-new,5,2021-04-07T00:00:00.000Z,"defi,oracles,smart-contracts,binance-smart-chain",,39900000,100000000,582,2021-05-11T12:52:06.000Z,GBP,0.924551057,2972283.453,-0.53906631,-9.38495648,-16.59736459,-44.23713173,,,36889587.19
Helmet.insure,HELMET,helmet-insure,13,2021-01-16T00:00:00.000Z,"insurance,binance-smart-chain",100000000,30039728.34,100000000,583,2021-05-11T12:52:03.000Z,GBP,1.221714013,940205.0797,0.04732271,-8.03994999,-20.46625551,-24.10209947,56.55881078,199.8094284,36699957.05
BoringDAO,BOR,boringdao,13,2020-10-26T00:00:00.000Z,defi,200000,86024.91675,200000,584,2021-05-11T12:52:05.000Z,GBP,420.9614393,2178566.863,-1.46399934,-3.11485679,-3.65330318,-31.07551093,15.6638113,8.52944835,36213172.77
Steem Dollars,SBD,steem-dollars,5,2016-07-18T00:00:00.000Z,"media,content-creation,stablecoin",,7455813.406,7455813.406,585,2021-05-11T12:52:05.000Z,GBP,4.847936376,10203.17016,3.58974064,-3.24172989,-7.26782163,-20.55388791,-11.94627763,74.61961133,36145309.02
ARMOR,ARMOR,armor,30,2021-01-24T00:00:00.000Z,"defi,insurance",1000000000,47902835.59,1000000000,586,2021-05-11T12:52:03.000Z,GBP,0.752610379,1688777.944,-0.94962317,-9.91025705,-8.03066533,-8.30025646,63.31591772,23.49098088,36052171.26
Phantasma,SOUL,phantasma,13,2018-05-28T00:00:00.000Z,"platform,enterprise-solutions,distributed-computing,collectibles-nfts,content-creation,filesharing,gaming,storage",,99181072,99630094,587,2021-05-11T12:51:09.000Z,GBP,0.360903548,220067.8751,-2.78964426,-12.02573926,3.40644716,-30.8785569,-12.40012344,232.5888098,35794800.75
Ducato Protocol Token,DUCATO,ducato-protocol-token,5,2020-09-22T00:00:00.000Z,,,1280000,50000000,588,2021-05-11T12:51:18.000Z,GBP,27.91850913,84772.52733,0.18877643,0.0287018,-2.76044708,55.26428018,121.8271771,66.37260128,35735691.68
RAI Finance,RAI,rai-finance,8,2021-04-07T00:00:00.000Z,polkadot-ecosystem,1000000000,36386857.5,1000000000,589,2021-05-11T12:51:16.000Z,GBP,0.979740081,4376490.115,-1.25091097,-9.34182508,-14.48079037,-41.94663325,,,35649662.71
Finxflo,FXF,finxflo,7,2021-02-09T00:00:00.000Z,"polkastarter,exnetwork-capital-portfolio",150000000,62504572.2,150000000,590,2021-05-11T12:52:04.000Z,GBP,0.56687978,718808.5841,-1.32949546,-12.05273202,-19.12184517,-11.53308813,51.56155674,77.89866758,35432578.16
The Midas Touch Gold,TMTG,the-midas-touch-gold,7,2018-09-27T00:00:00.000Z,,,8084588889,9161139666,591,2021-05-11T12:52:05.000Z,GBP,0.004375879,2037128.511,-1.55365325,2.09575141,-11.10425183,-30.12540786,-1.10083182,-0.04044576,35377181.37
DIGG,DIGG,digg,9,2021-01-23T00:00:00.000Z,"defi,rebase",,876.9076907,6613.103928,592,2021-05-11T12:52:03.000Z,GBP,40363.19616,376365.828,-0.05698574,8.47468051,-2.26311831,87.90160562,58.63900203,1.76890614,35394797.13
BitZ Token,BZ,bit-z-token,1,2018-07-11T00:00:00.000Z,"marketplace,discount-token,payments",,113002609.7,662469685,593,2021-05-11T12:51:09.000Z,GBP,0.310936989,389305.171,0.18847876,3.80245613,10.11055934,14.92334649,11.90676264,410.2877681,35136691.17
ZeroSwap,ZEE,zeroswap,11,2020-10-18T00:00:00.000Z,"defi,binance-smart-chain,launchpad,exnetwork-capital-portfolio",,40230028,100000000,594,2021-05-11T12:52:05.000Z,GBP,0.873738646,4402860.522,-1.35685975,-6.65295396,2.80357516,-44.14124081,43.69142446,182.9469915,35150530.21
CyberFi Token,CFi,cyberfi,19,2020-11-17T00:00:00.000Z,"defi,launchpad",,1545356,2400000,595,2021-05-11T12:52:07.000Z,GBP,22.6796629,1551097.297,-0.80425441,-12.46340446,-16.88557318,-32.25028941,76.42276495,297.8731627,35048153.14
Minter Network,BIP,minter-network,7,2020-04-22T00:00:00.000Z,,10000000000,3900966172,4106175739,596,2021-05-11T12:51:10.000Z,GBP,0.008962277,100520.7175,0.16423762,-4.74070348,-21.06648576,-48.46650295,5.89415084,664.2629174,34961538.3
AppCoins,APPC,appcoins,7,2018-01-08T00:00:00.000Z,"platform,mobile,dapp",,245321973.3,245321974.4,597,2021-05-11T12:52:05.000Z,GBP,0.141862492,743083.3683,-2.06224089,-10.92487279,-11.04954926,-13.40705505,115.4134169,179.0496073,34801986.51
Darwinia Network,RING,darwinia-network,23,2020-07-02T00:00:00.000Z,"gaming,interoperability,substrate,polkadot-ecosystem",10000000000,472848111.2,2048310675,598,2021-05-11T12:52:08.000Z,GBP,0.073398039,1696290.059,-0.73962449,-8.5204872,-18.00733569,-47.07672211,-53.85543667,10.59615425,34706124.29
AIOZ Network,AIOZ,aioz-network,16,2021-04-02T00:00:00.000Z,exnetwork-capital-portfolio,,60952335.68,1000000000,599,2021-05-11T12:51:13.000Z,GBP,0.566096624,1309307.199,-1.56677882,-13.13593543,-32.2194048,-51.74656307,,,34504911.47
Convergence,CONV,convergence,9,2021-03-08T00:00:00.000Z,polkastarter,,529636423,10000000000,600,2021-05-11T12:52:07.000Z,GBP,0.064872275,2620952.125,-1.41042749,-6.01013101,-10.51958352,-14.78908636,,,34358719.95
88mph,MPH,88mph,9,2020-11-22T00:00:00.000Z,"defi,yield-farming,yield-aggregator",,361115.2202,389594.9557,601,2021-05-11T12:52:07.000Z,GBP,94.89207275,790373.6041,-0.80665564,-3.9075104,14.2670154,16.70155181,11.51267104,-9.08257465,34266971.75
Genesis Vision,GVT,genesis-vision,8,2017-11-15T00:00:00.000Z,asset-management,,4426883.312,4436643.929,602,2021-05-11T12:52:03.000Z,GBP,7.794225761,8491040.644,-2.34456768,-10.93061666,-0.94720317,-29.20842069,101.8073431,226.6817476,34504127.95
Celo Dollar,CUSD,celo-dollar,5,2020-09-29T00:00:00.000Z,"defi,stablecoin,stablecoin-algorithmically-stabilized",1E+15,47713404.75,47713404.75,603,2021-05-11T12:52:03.000Z,GBP,0.709013323,147820.5216,0.19136217,-0.37595191,-2.96342434,0.30791103,0.51295643,0.27195811,33829439.66
